ID,text,sexism,gender,hostile,misogyny,misandry
224,因此如果先救男性，这些男性想要繁衍后代需要找愿意为他们付出生产成本的女性，而先救女性，这些女性繁衍只需要找想上床的男性就可以做到，因此先救女性更可以保证繁衍的可能性，考虑到繁衍，那就更符合海难救援尽可能多救人的原则，每救一个女性，都相当于救了她们的孩子。,1,0,0,0,0
244,男人與生俱來就更強大，更聰明這也是事實,1,0,0,0,0
253,回到妇女儿童优先原则，我想全世界都会同意，因为女人代表繁衍孩子代表未来，你一大男人矫情说我不会游泳请让我先走？,1,1,0,0,0
259,反觀如果男女角色對調，這時人們會認為，怎麼能吃老婆的呢?,1,1,0,0,0
260,男性確實有其可憐之處，但這不是由於他們缺乏權力，相反地這是由於他們每一個體都擁有潛在的暴力能力，而暴力是權力的基礎，男性之所以被男權社會壓迫，就是因為男性彼此互為威脅。,1,1,0,0,0
263,戰爭本來就是男性引起的就底層工作而言 危險的工作薪水比較高 就算女人想做 底層男性會讓出這種機會嗎？,1,1,0,0,0
264,才怪 他們會說女人去賣身不就好了父親在家庭中的缺席是因為社會普遍認為母親在扶養方面的責任更大 無論她是否有出去工作 不可否認男女都是父權社會的受害者但當你是個“順性別氣質的直男”這種被壓迫得最少、福利給得最多的族群還認為社會不夠重視自己想打壓其他族群根本就只是哭鬧,1,0,0,0,0
269,如果把全世界的结果拿出来看，女性被家暴，强暴，虐待的案子比男性多很多，天生的不平衡导致女生天生容易被欺负，要求更多方案保证女性安全与权利有什么不好？,1,1,0,0,0
285,这个老男的是真的有点恶心诶,1,1,0,0,1
289,尤其是肯尼說了，我以為父權是跟馬有關，很多男性都是被迫符合標籤，男性就該扛起生計，就該讓女人依靠，就該勇敢不能哭泣，應該付約會開銷，應該努力買房買車來顯得成功，應該要陽剛。,1,1,0,0,0
306,我覺得「媽媽說教」的那段讀白不只是批評男性對女性的要求有多矛盾，也是直白地指出女性要達到/追求的目標有多荒謬。,1,0,0,0,0
313,對於很多男生不能欣賞或是享受這部作品我是覺得可惜但不會覺得它應該因為這樣改變什麼去吸引男性觀眾，因為大多數好萊塢電影已經是為男人設計的了。,1,1,0,0,0
321,自己身為一個臭直男在中後段的觀影體驗，真的很難不覺得沒被攻擊，挨了一些莫名的棍，被定一些莫名罪但想想後也會覺得，或許這就是自己身為男性一直沒有辦法同理到女性的部分?,1,1,0,0,0
330,很多電影或影集都嘲諷女生喜歡看鐵達尼號或暮光之城，那為什麼不能嘲諷男生喜歡看教父？,1,1,0,0,0
347,男性在另一个极端也被框在一个框子里，要事业有成啊、有所谓的男子气概啊之类。,1,1,0,0,0
356,剛剛看完電影，馬上分別看了男生跟女生對電影的觀感，只能說男性對電影理解真的還是比較表面,1,1,0,0,0
360,?什麼深意，其實就是一個偽裝平權的女權電影阿導演大概是怕單純講女權會被網爆正確，所以加上一點點點肯尼後面也在探討自己想要的部分來作虛晃而已其實整部我覺得主題就滿虛偽的，我個人是單親家庭而且也是媽媽養大的，我甚至改姓要跟媽媽姓所以我個人是絕對不會有男權這種白癡觀念，但這部戲真的讓我覺得導演很假掰就是想要說女權主義然後又不敢全部講，硬塞了一個肯尼哭哭的橋段我這部戲唯一讓我還覺得滿不錯的，就只有在男生跳舞唱歌那段，而且這個不錯還不是因為是男生在跳舞唱歌而只是單純我也喜歡如美女與野獸這種會有唱歌橋段的電影，以及那首I jusf ken(應該是吧)還滿好聽的其他我真的是覺得很無言,1,2,0,0,0
361,我以為我作為女性去看能夠看到更多對於性別對立處理上的新意，然而在後半部分太過於誇大去描繪各種有毒的男子氣概，而被洗腦的芭比們在一針見血的說教中覺醒，最後以製造衝突與內鬨形塑一種善戰勝惡的英雄式結局，都不免讓這部嘗試在探討性別與權力的議題上，變得太過二元化的單調敘事，原先導演的淑女鳥中真的很帶給我非常多烙入靈魂深處的共鳴，結果這部看完後沒有太多的感觸，不過最後我還是因為看了這部電影去借了西蒙．波娃的《第二性》，希望能再更多了解女性議題一點，也算是給了我很大的成長。,1,1,0,0,0
367,不要再用什麼直男破防之類的來掩蓋電影這部分的惡意，芭比世界要多白痴我不管，現實你們要這樣醜化男人的話，那只會讓更多本來就已經放下父權的男人選擇取回過去曾掌握的不合理的權力。,1,1,0,0,0
379,有的女性意識到作為弱者的痛苦，拼命反抗來醫治心靈上的破損，有的女性自殘來迎合男性的女性標準，大體就是這個樣子。,1,0,0,0,0
385,除了斯巴達和蘇維埃，可能沒有男性喜歡女戰士形象，而女權主義者太容易咄咄逼人，顯示自己比肩男性的野心女人如果能夠和男人平權，先要改變自己的做為女性性格上的處於劣勢群體的性格特點，所以有時候確實比較強硬，但當男人不在有意無意地塑造女人，可能自然的女性就會展現她們柔然的那部分。,1,0,0,0,0
388,"答案是為了存在以及繼續.男性如果不陽剛, 另外一群更強壯, 更陽剛的男性就會過來殺了你, 搶奪你的糧食, 牲口, 一切的一切, 甚至也會殺掉你的後代， 讓這個世界根本不記得你曾經存在過.好吧, 就算沒有其他的人類來掠奪你, 其他的肉食性大型野獸難道不會把你當成食物?",1,1,0,0,0
392,而且故意把男人当成反派来夸大女人本事这点有时看到有点反感，如果这部电影主角不是芭比而是Ken然后角色扮演对调估计已经被“女权”喷爆了，也不懂还会不会像现在一样爆红,1,0,0,0,0
394,男性的经验日常被解释为人的经验日常，女性的经验日常，就只能作为女性的经验日常，这样是不对的，这就是一种男性不自知的傲慢,1,1,0,0,1
396,电影里面的所有男性看起来就像傻瓜，典型的me too 女性运动效果,1,1,0,0,0
410,女孩们，快带直男们进电影院，映后给他讲解吧，不比他向你解析《教父》为什么是科波拉最牛的作品强吗！,1,1,0,0,0
419,就把女性議題很直白的表現出來，甚至還有一幕演講式的控訴女性在社會上的不容易（真的很尬）...最後的結尾簡直是在說教，手法一點也不取巧、陳腔濫調，最後焦點還變去了“找自己”，然後變成真實的女性，可以去看婦產科了...what.....還有，芭比們竟然用性別優勢“美色”去讓男人們爭鋒吃醋起內訌，然後利用美色奪權，天吶這不是女性自我貶低、女權倒退、自打嘴巴嗎？,1,0,0,1,0
424,哈哈哈，女孩一定要去看，尤其是有对象的一定要带着男朋友或者老公去看，如果他破防看不下去，那你真的应该好好审视一下这男的值不值得了,1,1,0,0,0
425,女生都已經是既得利益者，還在女權自助餐吃飽吃滿，好處都要佔，義務卻不會和男生承擔，反而男生受到的男女不平等對待從來沒有改善過，真正需要男女平等是男性,1,1,0,0,0
441,居然發現下面有些男人在抱怨說和女生吃飯要付錢很不公平？,1,1,0,0,0
462,沒辦法，現在的老闆大部份都是老古板的男人。,1,1,0,0,0
468,性別平等 聽上去美好 實際上只是追求對自己有利的有限度平等 有聽如果有女生追男生向男生求婚 女生主動要求養家活兒 女生胸部解放 不要動不動說男生欺負女生 把某些東西認定是男人該做的 我就真的相信男女平等,1,0,0,0,0
470,但我覺得有很大一部分是前人留下來的惡習，畢竟以前是農業社會，男孩子比較可以做粗工。,1,1,0,0,0
472,可是以老闆的角度來看請一個女孩子，可能過沒幾年就會結婚生小孩，工作狀態不如男生穩定。,1,0,0,0,0
491,我之前有個公司，也是很多同工不同酬，但跟影片不同，男生很明顯升遷跟加薪都比女生難。,1,1,0,0,0
502,10幾年前我媽在加工區上班，同樣都是工人，男生就會比女生多幾千塊，美其名養家費。,1,1,0,0,0
506,約會時男生要付錢，遇到惡人男生要挺身而出有的要冒生命危險，遇到船難的時候女生先上救生艇，火災時男生要救人女生在安全處等，這種例子太多。,1,0,0,0,0
516,國外會這樣是因為男生原本就擔當一堆有的沒的責任，遇到事情時通常都會先說讓婦女小孩先離開，男生就是生來當墊背的，墊背這種事反而沒有人幫男生說話，其實男生也蠻可憐的,1,1,0,0,0
517,同工不同酬，你只是看到公平的一面而已，一般就算是一样的工作，有时候女性有性别优势，有时候男的有性别优势，为什么男的结婚就一定要有车有房，女的就什么都不用。,1,1,0,0,0
521,之前我跳槽感觉真的比同龄男生困难百倍，我能力经验完全不比他们差，但公司就是喜欢招男生，而且是技术类的跟体力无关,1,0,0,0,0
522,已婚婦女要是為了工作忙到夜不歸會被指責「拋家棄子」「不負責任」，男性則是「認真打拼」「有責任心」，不會有親家說閒話。,1,0,0,0,0
523,因為怕女生懷孕無法按時工作而走人，倒不如投資在男性身上，男性為了養家通常會有顧忌會比較拚，以上是老闆的見解.,1,0,0,0,0
529,他們很明顯質疑女性是否有能力管理底下的男性員工。,1,0,0,0,0
530,其三是男性主管一般觀念男人要養家。,1,1,0,0,0
534,在性別上，女生跟男生因為差異的關係，許多職場上要給他們相當多額外特例的待遇，男生沒有辦法享有的不是嗎？,1,0,0,0,0
535,受到不公平待遇的都是女生，會反對也是很正常的吧，有點想知道如果先問男生會怎樣,1,0,0,0,0
559,穿短裤，容易被性骚扰，说出来说你勾引男人什么的。,1,0,0,1,0
560,所以很多人都认为女人麻烦，大家都说男女平等，其实心里下意识会有些重男轻女。,1,0,0,0,0
561,= =不同酬 要看工作性質ㄅ~!! 很多輕鬆的工作 也都專請女孩子 男孩子的占優勢的工作 大多事實上都比較累人~~最後補上一句 到最後 男孩都會把所有的錢交給女孩的~~,1,1,0,0,0
568,近期景氣差我在工地待一陣子，工人每個人的薪資都是一樣的，來應徵的也有女生從年輕到年長都有，感覺十個有八個腦袋不正常，某些女生利用某些非工作的形式建立人際關係，把工作丟給男生或是新人，男人都了解女生不適合太粗重的工作，但是女人混久了，自動升官工作態度慢慢浮現出來，坦白說大部分的問題，她們自己造成的，不是性別歧視。,1,0,0,0,0
587,大人沒有覺得可以啊~是男人覺得可以，這樣男人既優越又爽。,1,1,0,0,0
594,"可是在我們學校是""你是男生""因為是男生不能罵女生因為是男生不能打女生因為是男生躲避球不能丟女生因為是男生不能使喚女生因為是男生就要承擔女生",1,1,0,0,0
602,我覺得這是套用在同個職業上吧，如果是以全球來看的話真的沒毛病，我們男性確實擁有地球上大多數的財富這是事實，但沒辦法我們就是有這能力,1,1,0,0,0
609,因为谈恋爱的时候就是男的掏钱，结婚买房 各种节日礼物。,1,1,0,0,0
610,都要男人出，所以造成了男人拿的多 女的拿的少的找你家男人去补贴的现状。,1,1,0,0,0
620,虽然男女同工不同筹，看起来很不公平，但是从经济学的角度来看这是一种合理现象，要是同筹的话雇佣女人的成本明显比男人高，比如大多数女人要生育，要养育子女，如果同筹的话在工作上老板雇佣女性成本会比男性高，这样会导致女性的就业率更加下滑，反而女性的酬薪比男性低一些的话会减少她个人的边际成本，说白了的的话就是会有更高的竞争力。,1,0,0,0,0
627,看到一堆男生在评论里大骂 其实男生你们摸摸良心 虽然现在已经是进步的年代了 男尊女卑这个观念还是存在 职场上真的很多人还是很歧视女性 知道你们想说有些女权团体 那种就别说了 总有异端存在 可是说真的到现在为止男生的性别还是存在着优势 身为女性的我只要求平等对待 人与人之间有什么不一样?,1,1,0,0,0
631,如果大家要追究到底的話，那我身為一位女性我也覺得為什麼男生不用有每個月月經的陣痛、大熱天不能喝冰的、為什麼是女性生小孩等等身體構造問題。,1,1,0,0,0
649,男生数学思维好、相对果断、体能力量上也比女生占优势，比女方肩负更多风险（战场上）和承担更多家庭责任（主要收入来源、干脏活累活），所以男性工资要比女性高,1,1,0,0,0
658,有些男性以歧视女性，来获得成就感，他们觉得女性一定比较弱硬要帮人家，然后觉得女生要依赖他，所以当你觉得这个女性搬不动东西可以去询问是否需要帮助，如果人家拒绝了就别硬要帮。,1,1,0,0,0
660,因為男性更願意去做危險的工作勞累的工作超時的工作這就是為何，男性薪水比女性多的原因。,1,1,0,0,0
664,希望以後不要在有女同事說：「好重哦，你是男生你來幫忙搬了」 羊毛出在羊身上，事實是大部分情況女生根本就是不同工不同酬，從小到大都是男生抬餐桶男生搬書男生搬桌椅男生怎樣怎樣怎樣，我們學費有比較少嗎，不要在說什麼為什麼不自己去爭取這類的話了，每次聽到答案都是「你是男生耶」，女生想要得到同等的權利是很好的，但是同樣的你們也要聽得進異性的聲音阿，你們大可以選擇出聲幫忙阿，既然你們選擇默認這個刻板印象，我是老闆我也一定給男生比較多工資阿，因為男生一定做得比較多，你覺得這樣合理嗎？,1,0,0,0,0
667,啊不然就给孩子看离婚是哪一方要给一半的財產... 那些要女权主義至上的人你們所謂的平等是建立在男人的压迫上吗？,1,1,0,0,0
668,不要好的你都全拿，我们男生只能拿渣渣。,1,1,0,0,0
671,就拿这个实验来说，如果是个很重要的任务，男生搞砸了，行，一顿骂，甚至一顿打都没问题，女生搞砸了，乖乖，那不得了，讲几句算了吧，毕竟女生啊。,1,1,0,0,0
680,男生也常被叫去做粗事，那是另一個刻板印象。,1,1,0,0,0
683,光是女生要生小孩我就覺得女生的錢要比男生多了因為實在太偉大了,1,0,0,0,0
697,若是正常情侶關係當中男生是不公的最多……,1,1,0,0,0
700,有些工作偏向勞力等等男生獲取較多也做得較多女生做得較少就拿得少，或是搬東西都一起上，不要用拿不動、你幫我拿、我是女生等等語術去綁架男人的的道德心，甚至部份公司包括以前工作過的環境，反而女生會獲得的比男生還要更多，原因我也就不加以贅述，如吹吹耳風、撒嬌一下等等的方式便能獲取更高的報酬，作為同事，有時候還是會心理不平衡，做了兩年，跟一個剛進 公司的人一要多的薪水，僅因她是女生......,1,0,0,0,0
705,可惜這些小男孩長大都成了在PTT上仇女的異男,1,1,0,0,1
723,從小就被灌輸女生就該細心.文靜.講話輕聲細語一堆有的沒的⋯沒做到就會被罵男人婆⋯,1,0,0,0,0
728,因此，現在之所以同工不同酬主要的原因是女性的家庭角色依舊過重，家中男性大概都是個“大號的幼兒”，一下班回家立刻生活不能自理的狀態，而公婆也往往把媳婦的付出視為理所當然，才會讓已婚職業婦女感覺疲累不堪及充滿挫折感。,1,1,0,0,0
730,所以，什麼時候男生真的能夠做到願意和女生“共同持家及育兒”，還有共同擔當雙方父母的老年奉養問題，而不是只是婚前嘴炮口花花而已，而是有實際行動，男生也願意為了兒女請假去醫院陪病床，也願意下班後妻子做飯時就打掃房屋，監督子女課業學習，洗衣晾衣，那樣子才是真正意義上的男女在工作上“同工”，那自然也才能夠要求所謂的“同工同酬”。,1,1,0,0,0
740,另外我覺得男人多拿一點是合理的 假如又發生了類似鐵達尼號 船難又或者是銀行強劫的事件 有優先得救權的不就是女人 這時會有誰提到兩性的平等,1,1,0,0,0
742,如果歧视女性女人去把自己打扮成男人吧！,1,0,0,1,0
743,不要再跟我說男女平等了，這事情一直都是女生說了算，沒有好處時=男女平等，有好處時=我是女生……,1,0,0,0,0
745,"男生要做一大堆事 而女生只要做將近一半的事 而薪水卻是相同的 只因她在生理上是屬於較""弱勢""的女生",1,0,0,0,0
746,男生多拿的薪水最後都花在情人節聖誕節中秋節生日禮物周年紀念日約會車錢飯錢票錢男生不是耍屌是真的比較需要這筆錢啦,1,1,0,0,0
755,"男被女打沒人理 男打女就上法庭講理 男女之間朋友 女方開玩笑打男屁股 男的扭扭女的腰就會被講東講西(外國健身房事情 ,Johnny Depp還有一大堆….）感覺女生現在大叫口號男女平等，只是為了想得到更多",1,0,0,0,0
756,題外話男權專制幾千年 近年女權稍稍想抬頭就被一群直男拼命打壓 不能體諒嗎?,1,1,0,0,0
762,再想想我們國家，男女平等，為什麼只要求男人當兵？,1,1,0,0,0
763,男人除了生小孩以外什麼事情都辦得到(這是一個比喻)，女人呢?,1,0,0,0,0
767,假議題.....就連我現在的公司.只要重一點的東西就叫男性幫忙搬了才10~15公斤..而且是你自己的.出問題上面罵男性跟罵女性也不一樣男性被罵到什麼都有..女性被罵..嗯...一咪咪..哭一下沒事了再來結婚大部份男人在煩惱錢的問題..房車就不必多說..經濟支柱為什麼大部份都要男性來扛?,1,1,0,0,0
770,台灣剛好相反 女的做同樣的工作，酬勞通常比較高還有女直播主只要會撒嬌，長得不要太差都會有一堆人斗內台灣還有女權團體，就是沒男權團體,1,0,0,0,0
777,"做男生的都知道,在社會上真正吃香的根本是女性。",1,0,0,0,0
782,因為男人在工地一天可以抗五十包水泥，女人從來沒看過願意抗水泥的。,1,0,0,0,0
785,做櫃檯 當秘書 陪陪老闆 用性別當優勢被主管護的 叫男生搬東西 人家搬不動。,1,0,0,1,0
791,我覺得是因為社會對男性的期待也較高，男人要有房有車，結帳付錢，花錢在女人身上，而女人則是花錢在自己身上，所以給男性較高的工資吧?,1,0,0,0,0
809,一般進入家庭的男生不也會把薪水拿來跟老婆分享...甚至上繳全部只領零用錢....,1,0,0,0,0
811,男生的車房很多自己都不用打拼父母會給連老婆也是，但女生什麼都沒,1,1,0,0,0
812,因為男人工資低會鬧，會通過各種手段搶奪資源，奪取控制權和主導權，但女人只會逆來順受，還害怕別人批評自己太aggressive這樣很不溫柔。,1,0,0,1,0
813,只有少數女性願意各種犧牲而拼命的力爭上游，更多的是寧願偷懶靠男人養。,1,0,0,1,0
816,在亚洲不可能，女方永远会要求男方更多,1,0,0,0,0
822,一天天的..長點心吧，我開始說的警察10個人不也是10個人都認為警察潛意識已經是男性了嗎？,1,1,0,0,0
833,一個男生只要站在那裡，不管他真實能力如何，就會被默認為強者，要賺錢、要搬東西、要禮讓女生。,1,1,0,0,0
843,很多男人工作养一家人，妻子女人在家并不工作。,1,0,0,0,0
853,女生大部份不會做危險惡劣環境的工作，比如說重工業汽車製造，建築工業，國土防衛與戰爭，他們自古以來只能做些生孩子煮飯的工作，所以女人在家庭經濟中不吃重的角色，有哺育和後盾的用意，而且女性在華人社會中嫁娶是大都住在男方的家或是由男方提供住宅，女方便可比較沒有壓力的狀態，我希望女性在對男性時需要更溫柔些，因為男人總會壓抑自己的所有痛苦，來成全妻兒的生活品質。,1,0,0,1,0
856,就连女生结婚都是父母决定的男生想跟谁就跟谁女生嫁给男生基本上就是不能上班每天在家当家庭主妇“保姆” 如果有上班就要被强迫离职,1,0,0,1,0
859,这世界的情况就是男性主导地位的下场。,1,1,0,0,0
875,救生艇不夠留下的都男人   銀行搶劫:至少讓女人和小孩走吧,1,1,0,0,0
899,生出女孩，養大之後，還是要跟男人跑，給男人家生孩子，孩子跟男方家的姓，逢年過節跟男方家的人一起過，根本是男方家的人，死了之後所有財產歸屬男方家的小孩。,1,0,0,1,0
911,你們看完總總才說為什麼上層社會 男性會賺得比女性較多 因為他們值得的。,1,1,0,0,0
919,呵，男孩那看到女孩的奖励时尴尬的小脸让我想要嘲笑那些觉得这些是理所当然的男人，你的想法让人作恶,1,1,0,0,1
923,"所以女性們請自愛,千萬不要不要不要..生孩子了,等這些男人們自己生,因為生孩又要辛苦10月又有生命危險,請自愛呀！",1,1,0,0,0
935,每次講到女權就一群男生出來ggyy，不要因為男性也受到父權的迫害，就因此仇女，最討厭明明仇視所有女性，但是被指正時才補充他陳述的只是部分女性的那種人若不可能有所謂的真正平等那就學會接受差異互相尊重,1,1,0,0,0
936,如果情況反過來，男生拿比較少女權：人家是女生欸,1,0,0,0,0
943,"因為你是男生,所以要給女生打 因為你是男生,所以不能打女生",1,1,0,0,0
948,男人要錢，要房，要車，不要小破房，醜女人，都要美女如雲多了。,1,0,0,0,0
964,實在是 男生做的事早就比女生多很多拿的錢比較多是正常的 除非妳女人去工地上班 一樣都去搬貨 拿的才能一樣多 這是道理 雖然女人沒有在講道理的,1,0,0,0,0
973,台男最會靠腰說工作上比較重的東西誰搬？,1,1,0,0,0
981,領多一點的男生要分給自己賺比較少的老婆啊！,1,0,0,0,0
983,母的就该乖乖听从古人的教诲 三从四德 无才便是德 相夫教子还想反过来凌驾在我们这群男人之上阿 乖乖躺好就对了,1,0,1,1,0
985,撇開領導管理層這些特殊價值來說、男人不會做到一半消失，那當然比較受資方歡迎,1,0,0,0,0
1001,2020還看到的XD唉..現在的社會...男生算什麼...女生打男生叫活該，男生打女生叫變態...女生講笑話叫幽默，男生講笑話叫智障...女生看帥哥叫花癡，男生看女生叫色狼。,1,1,0,0,1
1025,沒有人幫男生發聲就因為我們是男的，所以我們就要忍受你們的冷嘲熱諷？,1,1,0,0,0
1032,好爛的騙術，偷換概念，沒長大之前，男女的力量跟體力差異並不大，做的事差不多當然算同工，長大之後在職場上要求同份工作中同酬的女性與男一樣要做同樣的粗重工作會被人說是霸淩女性，因為她做不到，沒那個力量也沒那個體力更沒那個速度。,1,0,0,0,0
1041,現實職場會說他們也認同同工同酬，但是女人的能力就是較差，男人的工作表現就是比較好。,1,0,0,0,0
1077,超支持給那些愛歧視女生的男生看看他們平常到底多噁🥹,1,1,1,0,0
1101,根本就是不准女性反擊這樣而已，覺得韓國女權以牙還牙是對的，讓仇女男感受一下自己也被這樣攻擊時作何感想，如果自己不爽為何要這樣對待女性,1,1,0,0,0
1114,女性已經自由到無法無天了 看看多少女人女扮男裝 多少女人穿著多暴露 多少女人不負責養家付車房貸 女人自己用男人的眼光物化自己 為什麼不用專業實力讓男人尊敬,1,0,0,1,0
1131,極端男權社會 出現極端女性主義 真的不意外啊 一方是整個社會 一方是一個小團體 被反諷也不自知 真是大男人啊 小棒棒,1,1,0,0,0
1243,答：韓男用「為了虛榮地喝星巴克，願意正餐吃最便宜的大醬湯」來形容韓女。,1,0,0,0,0
1268,韓國女性地位低到我都懷疑他們的女性可以受教育只是為了能讓女性用學到的知識取悅與服務男性,1,0,0,0,0
1280,我沒有說想跟幼男發生性關係沒錯，但我覺得她們這樣罵非常合理超級無敵合理，看到這支片我又想到N號房事件，我只想說 那群男的如果屌被切掉剛剛好而已（抱歉齁這裡僅指個人觀點，我不仇男，我追韓國男星，我看BL漫畫、耽美小說….我只是覺得那群男的沒資格說女權主義者太過分罷了，自己屌短還怪別人,1,1,1,0,1
1289,我已經不相信同年齡的X X染色體持有者還有我可以稱為女性的存在了寧願一無所有也不要自取其辱是我現在的人生觀男女之間的關係只有伴侶與非伴侶若有人宣稱有中間值，那你就是我最痛恨的那種人當我不配好不好，我不配成為當代X X染色體持有人類的伴侶就讓他們自己去當他們開心的單親媽媽,1,0,0,1,0
1290,現在很平等，但是身為學生的我就是對女生無論在跑步、籃球、和其他體育運動都比男生少，就是讓我不爽，也不要說男生的體力就比女生多，我也是跑個600公尺就累得跟狗一樣，但是卻還是要比那些女生跑得多，就因為學校那自以為是的男女平等，反而讓我現在更仇視女性。,1,0,0,0,0
1314,在台灣有一個廣告：紮波郎，千萬不要只剩一張嘴；如果反過來變成：茶謀狼，千萬不要只剩一張嘴，早就被轟下架了XD 台灣的男性太擁護女性了~讓女性一直往頭上爬XD,1,0,0,0,0
1329,無奈的是有更多男生已經習慣了這波操作了 還會幫忙一起罵受害的男性你跟我說現在平等？,1,1,0,0,0
